Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,State Name,Region,Measure,Type
07_2021,VA,H_CLEAN_HSP,8,19,73,Virginia,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2021,VA,H_COMP_1,4,16,80,Virginia,South Atlantic,Communication with Nurses,Composite Measure
07_2021,VA,H_COMP_2,5,14,81,Virginia,South Atlantic,Communication with Doctors,Composite Measure
07_2021,VA,H_COMP_3,10,24,66,Virginia,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2021,VA,H_COMP_5,18,18,64,Virginia,South Atlantic,Communication about Medicines,Composite Measure
07_2021,VA,H_COMP_6,13,0,87,Virginia,South Atlantic,Discharge Information,Composite Measure
07_2021,VA,H_COMP_7,5,43,52,Virginia,South Atlantic,Care Transition,Composite Measure
07_2021,VA,H_HSP_RATING,8,21,71,Virginia,South Atlantic,Overall Hospital Rating,Global Item
07_2021,VA,H_QUIET_HSP,10,29,61,Virginia,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2021,VA,H_RECMND,5,25,70,Virginia,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2021,VT,H_CLEAN_HSP,7,17,76,Vermont,New England,Cleanliness of Hospital Environment,Individual Item
07_2021,VT,H_COMP_1,2,14,84,Vermont,New England,Communication with Nurses,Composite Measure
07_2021,VT,H_COMP_2,3,12,85,Vermont,New England,Communication with Doctors,Composite Measure
07_2021,VT,H_COMP_3,5,22,73,Vermont,New England,Responsiveness of Hospital Staff,Composite Measure
07_2021,VT,H_COMP_5,15,19,66,Vermont,New England,Communication about Medicines,Composite Measure
07_2021,VT,H_COMP_6,9,0,91,Vermont,New England,Discharge Information,Composite Measure
07_2021,VT,H_COMP_7,4,39,57,Vermont,New England,Care Transition,Composite Measure
07_2021,VT,H_HSP_RATING,6,18,76,Vermont,New England,Overall Hospital Rating,Global Item
07_2021,VT,H_QUIET_HSP,11,36,53,Vermont,New England,Quietness of Hospital Environment,Individual Item
07_2021,VT,H_RECMND,4,20,76,Vermont,New England,Willingness to Recommend the Hospital,Global Item
07_2021,WA,H_CLEAN_HSP,7,17,76,Washington,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2021,WA,H_COMP_1,3,17,80,Washington,Pacific,Communication with Nurses,Composite Measure
07_2021,WA,H_COMP_2,4,15,81,Washington,Pacific,Communication with Doctors,Composite Measure
07_2021,WA,H_COMP_3,7,24,69,Washington,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2021,WA,H_COMP_5,16,18,66,Washington,Pacific,Communication about Medicines,Composite Measure
07_2021,WA,H_COMP_6,12,0,88,Washington,Pacific,Discharge Information,Composite Measure
07_2021,WA,H_COMP_7,5,42,53,Washington,Pacific,Care Transition,Composite Measure
07_2021,WA,H_HSP_RATING,7,21,72,Washington,Pacific,Overall Hospital Rating,Global Item
07_2021,WA,H_QUIET_HSP,12,32,56,Washington,Pacific,Quietness of Hospital Environment,Individual Item
07_2021,WA,H_RECMND,4,23,73,Washington,Pacific,Willingness to Recommend the Hospital,Global Item
07_2021,WI,H_CLEAN_HSP,5,15,80,Wisconsin,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2021,WI,H_COMP_1,3,13,84,Wisconsin,East North Central,Communication with Nurses,Composite Measure
07_2021,WI,H_COMP_2,3,14,83,Wisconsin,East North Central,Communication with Doctors,Composite Measure
07_2021,WI,H_COMP_3,5,21,74,Wisconsin,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2021,WI,H_COMP_5,13,17,70,Wisconsin,East North Central,Communication about Medicines,Composite Measure
07_2021,WI,H_COMP_6,10,0,90,Wisconsin,East North Central,Discharge Information,Composite Measure
07_2021,WI,H_COMP_7,3,39,58,Wisconsin,East North Central,Care Transition,Composite Measure
07_2021,WI,H_HSP_RATING,5,17,78,Wisconsin,East North Central,Overall Hospital Rating,Global Item
07_2021,WI,H_QUIET_HSP,6,29,65,Wisconsin,East North Central,Quietness of Hospital Environment,Individual Item
07_2021,WI,H_RECMND,3,21,76,Wisconsin,East North Central,Willingness to Recommend the Hospital,Global Item
07_2021,WV,H_CLEAN_HSP,7,16,77,West Virginia,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2021,WV,H_COMP_1,4,14,82,West Virginia,South Atlantic,Communication with Nurses,Composite Measure
07_2021,WV,H_COMP_2,5,13,82,West Virginia,South Atlantic,Communication with Doctors,Composite Measure
07_2021,WV,H_COMP_3,8,20,72,West Virginia,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2021,WV,H_COMP_5,16,17,67,West Virginia,South Atlantic,Communication about Medicines,Composite Measure
07_2021,WV,H_COMP_6,13,0,87,West Virginia,South Atlantic,Discharge Information,Composite Measure
07_2021,WV,H_COMP_7,5,43,52,West Virginia,South Atlantic,Care Transition,Composite Measure
07_2021,WV,H_HSP_RATING,8,21,71,West Virginia,South Atlantic,Overall Hospital Rating,Global Item
07_2021,WV,H_QUIET_HSP,10,31,59,West Virginia,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2021,WV,H_RECMND,5,26,69,West Virginia,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2021,WY,H_CLEAN_HSP,7,16,77,Wyoming,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2021,WY,H_COMP_1,3,15,82,Wyoming,Mountain,Communication with Nurses,Composite Measure
07_2021,WY,H_COMP_2,4,13,83,Wyoming,Mountain,Communication with Doctors,Composite Measure
07_2021,WY,H_COMP_3,4,18,78,Wyoming,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2021,WY,H_COMP_5,12,17,71,Wyoming,Mountain,Communication about Medicines,Composite Measure
07_2021,WY,H_COMP_6,13,0,87,Wyoming,Mountain,Discharge Information,Composite Measure
07_2021,WY,H_COMP_7,3,42,55,Wyoming,Mountain,Care Transition,Composite Measure
07_2021,WY,H_HSP_RATING,7,22,71,Wyoming,Mountain,Overall Hospital Rating,Global Item
07_2021,WY,H_QUIET_HSP,8,30,62,Wyoming,Mountain,Quietness of Hospital Environment,Individual Item
07_2021,WY,H_RECMND,3,27,70,Wyoming,Mountain,Willingness to Recommend the Hospital,Global Item
07_2022,AK,H_CLEAN_HSP,9,20,71,Alaska,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2022,AK,H_COMP_1,4,18,78,Alaska,Pacific,Communication with Nurses,Composite Measure
07_2022,AK,H_COMP_2,4,17,79,Alaska,Pacific,Communication with Doctors,Composite Measure
07_2022,AK,H_COMP_3,10,25,65,Alaska,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2022,AK,H_COMP_5,17,19,64,Alaska,Pacific,Communication about Medicines,Composite Measure
07_2022,AK,H_COMP_6,12,0,88,Alaska,Pacific,Discharge Information,Composite Measure
07_2022,AK,H_COMP_7,5,45,50,Alaska,Pacific,Care Transition,Composite Measure
07_2022,AK,H_HSP_RATING,7,25,68,Alaska,Pacific,Overall Hospital Rating,Global Item
07_2022,AK,H_QUIET_HSP,11,28,61,Alaska,Pacific,Quietness of Hospital Environment,Individual Item
07_2022,AK,H_RECMND,4,27,69,Alaska,Pacific,Willingness to Recommend the Hospital,Global Item
07_2022,AL,H_CLEAN_HSP,11,18,71,Alabama,East South Central,Cleanliness of Hospital Environment,Individual Item
07_2022,AL,H_COMP_1,5,14,81,Alabama,East South Central,Communication with Nurses,Composite Measure
07_2022,AL,H_COMP_2,5,12,83,Alabama,East South Central,Communication with Doctors,Composite Measure
07_2022,AL,H_COMP_3,12,20,68,Alabama,East South Central,Responsiveness of Hospital Staff,Composite Measure
07_2022,AL,H_COMP_5,19,15,66,Alabama,East South Central,Communication about Medicines,Composite Measure
07_2022,AL,H_COMP_6,14,0,86,Alabama,East South Central,Discharge Information,Composite Measure
07_2022,AL,H_COMP_7,6,42,52,Alabama,East South Central,Care Transition,Composite Measure
07_2022,AL,H_HSP_RATING,9,20,71,Alabama,East South Central,Overall Hospital Rating,Global Item
07_2022,AL,H_QUIET_HSP,8,22,70,Alabama,East South Central,Quietness of Hospital Environment,Individual Item
07_2022,AL,H_RECMND,6,25,69,Alabama,East South Central,Willingness to Recommend the Hospital,Global Item
07_2022,AR,H_CLEAN_HSP,11,17,72,Arkansas,West South Central,Cleanliness of Hospital Environment,Individual Item
07_2022,AR,H_COMP_1,5,15,80,Arkansas,West South Central,Communication with Nurses,Composite Measure
07_2022,AR,H_COMP_2,5,12,83,Arkansas,West South Central,Communication with Doctors,Composite Measure
07_2022,AR,H_COMP_3,10,23,67,Arkansas,West South Central,Responsiveness of Hospital Staff,Composite Measure
07_2022,AR,H_COMP_5,20,18,62,Arkansas,West South Central,Communication about Medicines,Composite Measure
07_2022,AR,H_COMP_6,16,0,84,Arkansas,West South Central,Discharge Information,Composite Measure
07_2022,AR,H_COMP_7,6,43,51,Arkansas,West South Central,Care Transition,Composite Measure
07_2022,AR,H_HSP_RATING,8,21,71,Arkansas,West South Central,Overall Hospital Rating,Global Item
07_2022,AR,H_QUIET_HSP,7,25,68,Arkansas,West South Central,Quietness of Hospital Environment,Individual Item
07_2022,AR,H_RECMND,6,25,69,Arkansas,West South Central,Willingness to Recommend the Hospital,Global Item
07_2022,AZ,H_CLEAN_HSP,13,20,67,Arizona,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2022,AZ,H_COMP_1,6,18,76,Arizona,Mountain,Communication with Nurses,Composite Measure
07_2022,AZ,H_COMP_2,8,17,75,Arizona,Mountain,Communication with Doctors,Composite Measure
07_2022,AZ,H_COMP_3,13,25,62,Arizona,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2022,AZ,H_COMP_5,22,18,60,Arizona,Mountain,Communication about Medicines,Composite Measure
07_2022,AZ,H_COMP_6,15,0,85,Arizona,Mountain,Discharge Information,Composite Measure
07_2022,AZ,H_COMP_7,8,44,48,Arizona,Mountain,Care Transition,Composite Measure
07_2022,AZ,H_HSP_RATING,11,21,68,Arizona,Mountain,Overall Hospital Rating,Global Item
07_2022,AZ,H_QUIET_HSP,13,31,56,Arizona,Mountain,Quietness of Hospital Environment,Individual Item
07_2022,AZ,H_RECMND,8,24,68,Arizona,Mountain,Willingness to Recommend the Hospital,Global Item
07_2022,CA,H_CLEAN_HSP,10,19,71,California,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2022,CA,H_COMP_1,7,18,75,California,Pacific,Communication with Nurses,Composite Measure
07_2022,CA,H_COMP_2,7,17,76,California,Pacific,Communication with Doctors,Composite Measure
07_2022,CA,H_COMP_3,14,25,61,California,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2022,CA,H_COMP_5,22,18,60,California,Pacific,Communication about Medicines,Composite Measure
07_2022,CA,H_COMP_6,15,0,85,California,Pacific,Discharge Information,Composite Measure
07_2022,CA,H_COMP_7,8,45,47,California,Pacific,Care Transition,Composite Measure
07_2022,CA,H_HSP_RATING,10,21,69,California,Pacific,Overall Hospital Rating,Global Item
07_2022,CA,H_QUIET_HSP,16,32,52,California,Pacific,Quietness of Hospital Environment,Individual Item
07_2022,CA,H_RECMND,8,23,69,California,Pacific,Willingness to Recommend the Hospital,Global Item
07_2022,CO,H_CLEAN_HSP,9,16,75,Colorado,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2022,CO,H_COMP_1,4,15,81,Colorado,Mountain,Communication with Nurses,Composite Measure
07_2022,CO,H_COMP_2,4,14,82,Colorado,Mountain,Communication with Doctors,Composite Measure
07_2022,CO,H_COMP_3,8,22,70,Colorado,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2022,CO,H_COMP_5,16,19,65,Colorado,Mountain,Communication about Medicines,Composite Measure
07_2022,CO,H_COMP_6,12,0,88,Colorado,Mountain,Discharge Information,Composite Measure
07_2022,CO,H_COMP_7,5,40,55,Colorado,Mountain,Care Transition,Composite Measure
07_2022,CO,H_HSP_RATING,6,18,76,Colorado,Mountain,Overall Hospital Rating,Global Item
07_2022,CO,H_QUIET_HSP,7,28,65,Colorado,Mountain,Quietness of Hospital Environment,Individual Item
07_2022,CO,H_RECMND,4,21,75,Colorado,Mountain,Willingness to Recommend the Hospital,Global Item
07_2022,CT,H_CLEAN_HSP,10,19,71,Connecticut,New England,Cleanliness of Hospital Environment,Individual Item
07_2022,CT,H_COMP_1,5,17,78,Connecticut,New England,Communication with Nurses,Composite Measure
07_2022,CT,H_COMP_2,6,16,78,Connecticut,New England,Communication with Doctors,Composite Measure
07_2022,CT,H_COMP_3,13,27,60,Connecticut,New England,Responsiveness of Hospital Staff,Composite Measure
07_2022,CT,H_COMP_5,22,18,60,Connecticut,New England,Communication about Medicines,Composite Measure
07_2022,CT,H_COMP_6,13,0,87,Connecticut,New England,Discharge Information,Composite Measure
07_2022,CT,H_COMP_7,7,44,49,Connecticut,New England,Care Transition,Composite Measure
07_2022,CT,H_HSP_RATING,10,22,68,Connecticut,New England,Overall Hospital Rating,Global Item
07_2022,CT,H_QUIET_HSP,15,33,52,Connecticut,New England,Quietness of Hospital Environment,Individual Item
07_2022,CT,H_RECMND,6,24,70,Connecticut,New England,Willingness to Recommend the Hospital,Global Item
07_2022,DC,H_CLEAN_HSP,14,21,65,District of Columbia,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2022,DC,H_COMP_1,10,19,71,District of Columbia,South Atlantic,Communication with Nurses,Composite Measure
07_2022,DC,H_COMP_2,7,15,78,District of Columbia,South Atlantic,Communication with Doctors,Composite Measure
07_2022,DC,H_COMP_3,21,26,53,District of Columbia,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2022,DC,H_COMP_5,25,17,58,District of Columbia,South Atlantic,Communication about Medicines,Composite Measure
07_2022,DC,H_COMP_6,16,0,84,District of Columbia,South Atlantic,Discharge Information,Composite Measure
07_2022,DC,H_COMP_7,8,44,48,District of Columbia,South Atlantic,Care Transition,Composite Measure
07_2022,DC,H_HSP_RATING,13,24,63,District of Columbia,South Atlantic,Overall Hospital Rating,Global Item
07_2022,DC,H_QUIET_HSP,16,27,57,District of Columbia,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2022,DC,H_RECMND,9,29,62,District of Columbia,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2022,DE,H_CLEAN_HSP,13,21,66,Delaware,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2022,DE,H_COMP_1,5,18,77,Delaware,South Atlantic,Communication with Nurses,Composite Measure
07_2022,DE,H_COMP_2,6,17,77,Delaware,South Atlantic,Communication with Doctors,Composite Measure
07_2022,DE,H_COMP_3,11,26,63,Delaware,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2022,DE,H_COMP_5,21,20,59,Delaware,South Atlantic,Communication about Medicines,Composite Measure
07_2022,DE,H_COMP_6,13,0,87,Delaware,South Atlantic,Discharge Information,Composite Measure
07_2022,DE,H_COMP_7,7,44,49,Delaware,South Atlantic,Care Transition,Composite Measure
07_2022,DE,H_HSP_RATING,9,23,68,Delaware,South Atlantic,Overall Hospital Rating,Global Item
07_2022,DE,H_QUIET_HSP,13,31,56,Delaware,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2022,DE,H_RECMND,6,27,67,Delaware,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2022,FL,H_CLEAN_HSP,12,19,69,Florida,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2022,FL,H_COMP_1,7,18,75,Florida,South Atlantic,Communication with Nurses,Composite Measure
07_2022,FL,H_COMP_2,8,17,75,Florida,South Atlantic,Communication with Doctors,Composite Measure
07_2022,FL,H_COMP_3,15,26,59,Florida,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2022,FL,H_COMP_5,25,17,58,Florida,South Atlantic,Communication about Medicines,Composite Measure
07_2022,FL,H_COMP_6,17,0,83,Florida,South Atlantic,Discharge Information,Composite Measure
07_2022,FL,H_COMP_7,9,43,48,Florida,South Atlantic,Care Transition,Composite Measure
07_2022,FL,H_HSP_RATING,12,21,67,Florida,South Atlantic,Overall Hospital Rating,Global Item
07_2022,FL,H_QUIET_HSP,13,29,58,Florida,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2022,FL,H_RECMND,9,24,67,Florida,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2022,GA,H_CLEAN_HSP,12,18,70,Georgia,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2022,GA,H_COMP_1,6,16,78,Georgia,South Atlantic,Communication with Nurses,Composite Measure
07_2022,GA,H_COMP_2,6,14,80,Georgia,South Atlantic,Communication with Doctors,Composite Measure
07_2022,GA,H_COMP_3,13,24,63,Georgia,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2022,GA,H_COMP_5,22,18,60,Georgia,South Atlantic,Communication about Medicines,Composite Measure
07_2022,GA,H_COMP_6,16,0,84,Georgia,South Atlantic,Discharge Information,Composite Measure
07_2022,GA,H_COMP_7,7,42,51,Georgia,South Atlantic,Care Transition,Composite Measure
07_2022,GA,H_HSP_RATING,10,20,70,Georgia,South Atlantic,Overall Hospital Rating,Global Item
07_2022,GA,H_QUIET_HSP,9,25,66,Georgia,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2022,GA,H_RECMND,7,24,69,Georgia,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2022,HI,H_CLEAN_HSP,6,20,74,Hawaii,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2022,HI,H_COMP_1,7,15,78,Hawaii,Pacific,Communication with Nurses,Composite Measure
07_2022,HI,H_COMP_2,8,14,78,Hawaii,Pacific,Communication with Doctors,Composite Measure
07_2022,HI,H_COMP_3,12,23,65,Hawaii,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2022,HI,H_COMP_5,18,19,63,Hawaii,Pacific,Communication about Medicines,Composite Measure
07_2022,HI,H_COMP_6,18,0,82,Hawaii,Pacific,Discharge Information,Composite Measure
07_2022,HI,H_COMP_7,8,41,51,Hawaii,Pacific,Care Transition,Composite Measure
07_2022,HI,H_HSP_RATING,11,20,69,Hawaii,Pacific,Overall Hospital Rating,Global Item
07_2022,HI,H_QUIET_HSP,14,33,53,Hawaii,Pacific,Quietness of Hospital Environment,Individual Item
07_2022,HI,H_RECMND,7,25,68,Hawaii,Pacific,Willingness to Recommend the Hospital,Global Item
07_2022,IA,H_CLEAN_HSP,6,16,78,Iowa,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2022,IA,H_COMP_1,3,14,83,Iowa,West North Central,Communication with Nurses,Composite Measure
07_2022,IA,H_COMP_2,3,14,83,Iowa,West North Central,Communication with Doctors,Composite Measure
07_2022,IA,H_COMP_3,6,22,72,Iowa,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2022,IA,H_COMP_5,14,20,66,Iowa,West North Central,Communication about Medicines,Composite Measure
07_2022,IA,H_COMP_6,11,0,89,Iowa,West North Central,Discharge Information,Composite Measure
07_2022,IA,H_COMP_7,4,40,56,Iowa,West North Central,Care Transition,Composite Measure
07_2022,IA,H_HSP_RATING,5,16,79,Iowa,West North Central,Overall Hospital Rating,Global Item
07_2022,IA,H_QUIET_HSP,5,26,69,Iowa,West North Central,Quietness of Hospital Environment,Individual Item
07_2022,IA,H_RECMND,3,21,76,Iowa,West North Central,Willingness to Recommend the Hospital,Global Item
07_2022,ID,H_CLEAN_HSP,6,16,78,Idaho,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2022,ID,H_COMP_1,3,14,83,Idaho,Mountain,Communication with Nurses,Composite Measure
07_2022,ID,H_COMP_2,4,12,84,Idaho,Mountain,Communication with Doctors,Composite Measure
07_2022,ID,H_COMP_3,5,22,73,Idaho,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2022,ID,H_COMP_5,16,17,67,Idaho,Mountain,Communication about Medicines,Composite Measure
07_2022,ID,H_COMP_6,11,0,89,Idaho,Mountain,Discharge Information,Composite Measure
07_2022,ID,H_COMP_7,5,40,55,Idaho,Mountain,Care Transition,Composite Measure
07_2022,ID,H_HSP_RATING,5,20,75,Idaho,Mountain,Overall Hospital Rating,Global Item
07_2022,ID,H_QUIET_HSP,7,28,65,Idaho,Mountain,Quietness of Hospital Environment,Individual Item
07_2022,ID,H_RECMND,3,23,74,Idaho,Mountain,Willingness to Recommend the Hospital,Global Item
07_2022,IL,H_CLEAN_HSP,9,18,73,Illinois,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2022,IL,H_COMP_1,5,16,79,Illinois,East North Central,Communication with Nurses,Composite Measure
07_2022,IL,H_COMP_2,5,16,79,Illinois,East North Central,Communication with Doctors,Composite Measure
07_2022,IL,H_COMP_3,11,24,65,Illinois,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2022,IL,H_COMP_5,20,18,62,Illinois,East North Central,Communication about Medicines,Composite Measure
07_2022,IL,H_COMP_6,14,0,86,Illinois,East North Central,Discharge Information,Composite Measure
07_2022,IL,H_COMP_7,6,43,51,Illinois,East North Central,Care Transition,Composite Measure
07_2022,IL,H_HSP_RATING,9,20,71,Illinois,East North Central,Overall Hospital Rating,Global Item
07_2022,IL,H_QUIET_HSP,10,27,63,Illinois,East North Central,Quietness of Hospital Environment,Individual Item
07_2022,IL,H_RECMND,6,25,69,Illinois,East North Central,Willingness to Recommend the Hospital,Global Item
07_2022,IN,H_CLEAN_HSP,8,19,73,Indiana,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2022,IN,H_COMP_1,4,16,80,Indiana,East North Central,Communication with Nurses,Composite Measure
07_2022,IN,H_COMP_2,5,16,79,Indiana,East North Central,Communication with Doctors,Composite Measure
07_2022,IN,H_COMP_3,8,26,66,Indiana,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2022,IN,H_COMP_5,20,19,61,Indiana,East North Central,Communication about Medicines,Composite Measure
07_2022,IN,H_COMP_6,12,0,88,Indiana,East North Central,Discharge Information,Composite Measure
07_2022,IN,H_COMP_7,5,42,53,Indiana,East North Central,Care Transition,Composite Measure
07_2022,IN,H_HSP_RATING,7,20,73,Indiana,East North Central,Overall Hospital Rating,Global Item
07_2022,IN,H_QUIET_HSP,9,28,63,Indiana,East North Central,Quietness of Hospital Environment,Individual Item
07_2022,IN,H_RECMND,4,25,71,Indiana,East North Central,Willingness to Recommend the Hospital,Global Item
07_2022,KS,H_CLEAN_HSP,7,15,78,Kansas,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2022,KS,H_COMP_1,3,15,82,Kansas,West North Central,Communication with Nurses,Composite Measure
07_2022,KS,H_COMP_2,4,12,84,Kansas,West North Central,Communication with Doctors,Composite Measure
07_2022,KS,H_COMP_3,6,22,72,Kansas,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2022,KS,H_COMP_5,16,19,65,Kansas,West North Central,Communication about Medicines,Composite Measure
07_2022,KS,H_COMP_6,13,0,87,Kansas,West North Central,Discharge Information,Composite Measure
07_2022,KS,H_COMP_7,4,40,56,Kansas,West North Central,Care Transition,Composite Measure
07_2022,KS,H_HSP_RATING,5,18,77,Kansas,West North Central,Overall Hospital Rating,Global Item
07_2022,KS,H_QUIET_HSP,7,25,68,Kansas,West North Central,Quietness of Hospital Environment,Individual Item
07_2022,KS,H_RECMND,3,21,76,Kansas,West North Central,Willingness to Recommend the Hospital,Global Item
07_2022,KY,H_CLEAN_HSP,10,17,73,Kentucky,East South Central,Cleanliness of Hospital Environment,Individual Item
07_2022,KY,H_COMP_1,5,14,81,Kentucky,East South Central,Communication with Nurses,Composite Measure
07_2022,KY,H_COMP_2,5,13,82,Kentucky,East South Central,Communication with Doctors,Composite Measure
07_2022,KY,H_COMP_3,10,24,66,Kentucky,East South Central,Responsiveness of Hospital Staff,Composite Measure
07_2022,KY,H_COMP_5,19,18,63,Kentucky,East South Central,Communication about Medicines,Composite Measure
07_2022,KY,H_COMP_6,14,0,86,Kentucky,East South Central,Discharge Information,Composite Measure
07_2022,KY,H_COMP_7,6,42,52,Kentucky,East South Central,Care Transition,Composite Measure
07_2022,KY,H_HSP_RATING,8,21,71,Kentucky,East South Central,Overall Hospital Rating,Global Item
07_2022,KY,H_QUIET_HSP,9,27,64,Kentucky,East South Central,Quietness of Hospital Environment,Individual Item
07_2022,KY,H_RECMND,6,25,69,Kentucky,East South Central,Willingness to Recommend the Hospital,Global Item
07_2022,LA,H_CLEAN_HSP,9,15,76,Louisiana,West South Central,Cleanliness of Hospital Environment,Individual Item
07_2022,LA,H_COMP_1,4,12,84,Louisiana,West South Central,Communication with Nurses,Composite Measure
07_2022,LA,H_COMP_2,4,11,85,Louisiana,West South Central,Communication with Doctors,Composite Measure
07_2022,LA,H_COMP_3,10,19,71,Louisiana,West South Central,Responsiveness of Hospital Staff,Composite Measure
07_2022,LA,H_COMP_5,17,15,68,Louisiana,West South Central,Communication about Medicines,Composite Measure
07_2022,LA,H_COMP_6,13,0,87,Louisiana,West South Central,Discharge Information,Composite Measure
07_2022,LA,H_COMP_7,5,37,58,Louisiana,West South Central,Care Transition,Composite Measure
07_2022,LA,H_HSP_RATING,8,17,75,Louisiana,West South Central,Overall Hospital Rating,Global Item
07_2022,LA,H_QUIET_HSP,6,20,74,Louisiana,West South Central,Quietness of Hospital Environment,Individual Item
07_2022,LA,H_RECMND,5,20,75,Louisiana,West South Central,Willingness to Recommend the Hospital,Global Item
07_2022,MA,H_CLEAN_HSP,10,20,70,Massachusetts,New England,Cleanliness of Hospital Environment,Individual Item
07_2022,MA,H_COMP_1,4,16,80,Massachusetts,New England,Communication with Nurses,Composite Measure
07_2022,MA,H_COMP_2,5,16,79,Massachusetts,New England,Communication with Doctors,Composite Measure
07_2022,MA,H_COMP_3,11,26,63,Massachusetts,New England,Responsiveness of Hospital Staff,Composite Measure
07_2022,MA,H_COMP_5,20,18,62,Massachusetts,New England,Communication about Medicines,Composite Measure
07_2022,MA,H_COMP_6,12,0,88,Massachusetts,New England,Discharge Information,Composite Measure
07_2022,MA,H_COMP_7,6,43,51,Massachusetts,New England,Care Transition,Composite Measure
07_2022,MA,H_HSP_RATING,8,22,70,Massachusetts,New England,Overall Hospital Rating,Global Item
07_2022,MA,H_QUIET_HSP,15,34,51,Massachusetts,New England,Quietness of Hospital Environment,Individual Item
07_2022,MA,H_RECMND,5,24,71,Massachusetts,New England,Willingness to Recommend the Hospital,Global Item
07_2022,MD,H_CLEAN_HSP,13,20,67,Maryland,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2022,MD,H_COMP_1,7,18,75,Maryland,South Atlantic,Communication with Nurses,Composite Measure
07_2022,MD,H_COMP_2,7,17,76,Maryland,South Atlantic,Communication with Doctors,Composite Measure
07_2022,MD,H_COMP_3,16,27,57,Maryland,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2022,MD,H_COMP_5,24,19,57,Maryland,South Atlantic,Communication about Medicines,Composite Measure
07_2022,MD,H_COMP_6,14,0,86,Maryland,South Atlantic,Discharge Information,Composite Measure
07_2022,MD,H_COMP_7,8,44,48,Maryland,South Atlantic,Care Transition,Composite Measure
07_2022,MD,H_HSP_RATING,11,24,65,Maryland,South Atlantic,Overall Hospital Rating,Global Item
07_2022,MD,H_QUIET_HSP,13,30,57,Maryland,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2022,MD,H_RECMND,8,27,65,Maryland,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2022,ME,H_CLEAN_HSP,7,17,76,Maine,New England,Cleanliness of Hospital Environment,Individual Item
07_2022,ME,H_COMP_1,3,13,84,Maine,New England,Communication with Nurses,Composite Measure
07_2022,ME,H_COMP_2,4,13,83,Maine,New England,Communication with Doctors,Composite Measure
07_2022,ME,H_COMP_3,7,23,70,Maine,New England,Responsiveness of Hospital Staff,Composite Measure
07_2022,ME,H_COMP_5,16,17,67,Maine,New England,Communication about Medicines,Composite Measure
